id,企划,资源类型,系列,名称,别名,年份,格式,大小,网盘路径,分享链接,提取码,有效期,状态,更新时间,排序值
resource-f1ffb70bf032,765AS,CD,[06] THE iDOLM@STER XENOGLOSSIA,[2007.08.08] iDOLM@STER XENOGLOSSIA Drama CD Vol 2 『週間モンデンキント』 (FLAC),,2007,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00B] 动画相关/[06] THE iDOLM@STER XENOGLOSSIA/[2007.08.08] iDOLM@STER XENOGLOSSIA Drama CD Vol 2 『週間モンデンキント』 (FLAC).rar,,imas,永久,待分享,,710
resource-c36cfe4222d1,765AS,CD,[06] THE iDOLM@STER XENOGLOSSIA,[2007.08.08] iDOLM@STER XENOGLOSSIA OP2 - 残酷よ希望となれ (FLAC),,2007,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00B] 动画相关/[06] THE iDOLM@STER XENOGLOSSIA/[2007.08.08] iDOLM@STER XENOGLOSSIA OP2 - 残酷よ希望となれ (FLAC).rar,,imas,永久,待分享,,720
resource-d9c149759aaa,765AS,CD,[06] THE iDOLM@STER XENOGLOSSIA,[2007.08.22] iDOLM@STER XENOGLOSSIA キャラクターアルバムvol.1『熱唱！サンライズ巨大ロボットアニメソング無敵』 (FLAC),,2007,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00B] 动画相关/[06] THE iDOLM@STER XENOGLOSSIA/[2007.08.22] iDOLM@STER XENOGLOSSIA キャラクターアルバムvol.1『熱唱！サンライズ巨大ロボットアニメソング無敵』 (FLAC).rar,,imas,永久,待分享,,730
resource-90a9720fa623,765AS,CD,[06] THE iDOLM@STER XENOGLOSSIA,[2007.09.05] iDOLM@STER XENOGLOSSIA Original Soundtrack Vol.2 - NUBILUM (FLAC),,2007,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00B] 动画相关/[06] THE iDOLM@STER XENOGLOSSIA/[2007.09.05] iDOLM@STER XENOGLOSSIA Original Soundtrack Vol.2 - NUBILUM (FLAC).rar,,imas,永久,待分享,,740
resource-f1bec5ef39e1,765AS,CD,[06] THE iDOLM@STER XENOGLOSSIA,[2007.10.10] iDOLM@STER XENOGLOSSIA キャラクターアルバムvol.2『熱唱！サンライズ巨大ロボットアニメソング嵐』 (FLAC),,2007,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00B] 动画相关/[06] THE iDOLM@STER XENOGLOSSIA/[2007.10.10] iDOLM@STER XENOGLOSSIA キャラクターアルバムvol.2『熱唱！サンライズ巨大ロボットアニメソング嵐』 (FLAC).rar,,imas,永久,待分享,,750
resource-7d9987e1678e,765AS,CD,[06] THE iDOLM@STER XENOGLOSSIA,[2007.11.07] iDOLM@STER XENOGLOSSIA Drama CD Vol 3 『週間アイドルマスター』 (FLAC),,2007,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00B] 动画相关/[06] THE iDOLM@STER XENOGLOSSIA/[2007.11.07] iDOLM@STER XENOGLOSSIA Drama CD Vol 3 『週間アイドルマスター』 (FLAC).rar,,imas,永久,待分享,,760
resource-18032e6c5b8f,765AS,CD,[06] THE iDOLM@STER XENOGLOSSIA,[2008.02.06] iDOLM@STER XENOGLOSSIA Best Collection (FLAC),,2008,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00B] 动画相关/[06] THE iDOLM@STER XENOGLOSSIA/[2008.02.06] iDOLM@STER XENOGLOSSIA Best Collection (FLAC).rar,,imas,永久,待分享,,770
resource-0995ff601acd,765AS,CD,[07] Puchimasu! PETIT IDOLM@STER Drama CD,[2011.04.27] ドラマCD ぷちます！-PETIT iDOLM@STER- 1 (FLAC),,2011,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00B] 动画相关/[07] Puchimasu! PETIT IDOLM@STER Drama CD/[2011.04.27] ドラマCD ぷちます！-PETIT iDOLM@STER- 1 (FLAC).rar,,imas,永久,待分享,,780
resource-1f67f7cc209f,765AS,CD,[07] Puchimasu! PETIT IDOLM@STER Drama CD,[2011.07.27] ドラマCD ぷちます！-PETIT iDOLM@STER- 2 (FLAC),,2011,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00B] 动画相关/[07] Puchimasu! PETIT IDOLM@STER Drama CD/[2011.07.27] ドラマCD ぷちます！-PETIT iDOLM@STER- 2 (FLAC).rar,,imas,永久,待分享,,790
resource-3b43f6c53434,765AS,CD,[07] Puchimasu! PETIT IDOLM@STER Drama CD,2011.07.27 [N／A] ぷちます! PETIT iDOLM@STER ドラマCDおためしばん!,,2011,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00B] 动画相关/[07] Puchimasu! PETIT IDOLM@STER Drama CD/2011.07.27 [N／A] ぷちます! PETIT iDOLM@STER ドラマCDおためしばん!.rar,,imas,永久,待分享,,800
resource-5051918ccbf9,765AS,CD,[07] Puchimasu! PETIT IDOLM@STER Drama CD,2011.11.00 [PTMS-P01] Puchimasu! Drama CD Rendoukou New Campaign CD,,2011,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00B] 动画相关/[07] Puchimasu! PETIT IDOLM@STER Drama CD/2011.11.00 [PTMS-P01] Puchimasu! Drama CD Rendoukou New Campaign CD.rar,,imas,永久,待分享,,810
resource-a1929a3dc5ec,765AS,CD,[08] ぷちます！ Twelve Seasons!,PETIT IDOLM@STER Twelve Seasons! Vol.1 四条貴音&たかにゃ,,,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00B] 动画相关/[08] ぷちます！ Twelve Seasons!/PETIT IDOLM@STER Twelve Seasons! Vol.1 四条貴音&たかにゃ.rar,,imas,永久,待分享,,820
resource-c7cf33b27225,765AS,CD,[08] ぷちます！ Twelve Seasons!,PETIT IDOLM@STER Twelve Seasons! Vol.2 如月千早&ちひゃー,,,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00B] 动画相关/[08] ぷちます！ Twelve Seasons!/PETIT IDOLM@STER Twelve Seasons! Vol.2 如月千早&ちひゃー.rar,,imas,永久,待分享,,830
resource-42ee2cebad30,765AS,CD,[08] ぷちます！ Twelve Seasons!,PETIT IDOLM@STER Twelve Seasons! Vol.3 高槻やよい&やよ,,,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00B] 动画相关/[08] ぷちます！ Twelve Seasons!/PETIT IDOLM@STER Twelve Seasons! Vol.3 高槻やよい&やよ.rar,,imas,永久,待分享,,840
resource-ce2f08a2dc84,765AS,CD,[08] ぷちます！ Twelve Seasons!,PETIT IDOLM@STER Twelve Seasons! Vol.4 天海春香&はるかさん,,,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00B] 动画相关/[08] ぷちます！ Twelve Seasons!/PETIT IDOLM@STER Twelve Seasons! Vol.4 天海春香&はるかさん.rar,,imas,永久,待分享,,850
resource-319996a43b2e,765AS,CD,[08] ぷちます！ Twelve Seasons!,PETIT IDOLM@STER Twelve Seasons! Vol.5 双海亜美・真美 & こあみ・こまみ,,,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00B] 动画相关/[08] ぷちます！ Twelve Seasons!/PETIT IDOLM@STER Twelve Seasons! Vol.5 双海亜美・真美 & こあみ・こまみ.rar,,imas,永久,待分享,,860
resource-fef28fbda14e,765AS,CD,[08] ぷちます！ Twelve Seasons!,PETIT IDOLM@STER Twelve Seasons! Vol.6 秋月律子&ちっちゃん,,,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00B] 动画相关/[08] ぷちます！ Twelve Seasons!/PETIT IDOLM@STER Twelve Seasons! Vol.6 秋月律子&ちっちゃん.rar,,imas,永久,待分享,,870
resource-91926cc5e6ee,765AS,CD,[08] ぷちます！ Twelve Seasons!,PETIT IDOLM@STER Twelve Seasons! Vol.7 三浦あずさ & みうらさん,,,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00B] 动画相关/[08] ぷちます！ Twelve Seasons!/PETIT IDOLM@STER Twelve Seasons! Vol.7 三浦あずさ & みうらさん.rar,,imas,永久,待分享,,880
resource-b444c9943728,765AS,CD,[08] ぷちます！ Twelve Seasons!,PETIT IDOLM@STER Twelve Seasons! Vol.8 菊地真&まこちー,,,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00B] 动画相关/[08] ぷちます！ Twelve Seasons!/PETIT IDOLM@STER Twelve Seasons! Vol.8 菊地真&まこちー.rar,,imas,永久,待分享,,890
resource-d5f99eb4e769,765AS,CD,[08] ぷちます！ Twelve Seasons!,PETIT IDOLM@STER Twelve Seasons! Vol.9 水濑伊织&いお,,,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00B] 动画相关/[08] ぷちます！ Twelve Seasons!/PETIT IDOLM@STER Twelve Seasons! Vol.9 水濑伊织&いお.rar,,imas,永久,待分享,,900
resource-77b40901ac19,765AS,CD,[08] ぷちます！ Twelve Seasons!,PETIT IDOLM@STER Twelve Seasons! Vol.10 我那覇響&ちびき,,,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00B] 动画相关/[08] ぷちます！ Twelve Seasons!/PETIT IDOLM@STER Twelve Seasons! Vol.10 我那覇響&ちびき.rar,,imas,永久,待分享,,910
resource-a495b15ea157,765AS,CD,[08] ぷちます！ Twelve Seasons!,PETIT IDOLM@STER Twelve Seasons! Vol.11 星井美希&あふぅ,,,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00B] 动画相关/[08] ぷちます！ Twelve Seasons!/PETIT IDOLM@STER Twelve Seasons! Vol.11 星井美希&あふぅ.rar,,imas,永久,待分享,,920
resource-af542f629b85,765AS,CD,[08] ぷちます！ Twelve Seasons!,PETIT IDOLM@STER Twelve Seasons! Vol.12 萩原雪歩&ゆきぽ,,,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00B] 动画相关/[08] ぷちます！ Twelve Seasons!/PETIT IDOLM@STER Twelve Seasons! Vol.12 萩原雪歩&ゆきぽ.rar,,imas,永久,待分享,,930
resource-a8478c543c27,765AS,CD,[09] ぷちます！ Twelve Campaigns!,PETIT IDOLM@STER Twelve Campaigns! Vol.1 高槻やよい&やよ+水瀬伊织&いお,,,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00B] 动画相关/[09] ぷちます！ Twelve Campaigns!/PETIT IDOLM@STER Twelve Campaigns! Vol.1 高槻やよい&やよ+水瀬伊织&いお.rar,,imas,永久,待分享,,940
resource-448bf7edbc11,765AS,CD,[09] ぷちます！ Twelve Campaigns!,PETIT IDOLM@STER Twelve Campaigns! Vol.2 四条貴音&たかにゃ + 我那覇響&ちびき,,,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00B] 动画相关/[09] ぷちます！ Twelve Campaigns!/PETIT IDOLM@STER Twelve Campaigns! Vol.2 四条貴音&たかにゃ + 我那覇響&ちびき.rar,,imas,永久,待分享,,950
resource-a97cd793be1e,765AS,CD,[09] ぷちます！ Twelve Campaigns!,PETIT IDOLM@STER Twelve Campaigns! Vol.3 秋月律子&ちっちゃん + 天海春香&はるかさん,,,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00B] 动画相关/[09] ぷちます！ Twelve Campaigns!/PETIT IDOLM@STER Twelve Campaigns! Vol.3 秋月律子&ちっちゃん + 天海春香&はるかさん.rar,,imas,永久,待分享,,960
resource-0dc73a1fb463,765AS,CD,[09] ぷちます！ Twelve Campaigns!,PETIT IDOLM@STER Twelve Campaigns! Vol.4 如月千早&ちひゃー + 菊地真&まこちー,,,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00B] 动画相关/[09] ぷちます！ Twelve Campaigns!/PETIT IDOLM@STER Twelve Campaigns! Vol.4 如月千早&ちひゃー + 菊地真&まこちー.rar,,imas,永久,待分享,,970
resource-d3e353f30b7b,765AS,CD,[09] ぷちます！ Twelve Campaigns!,PETIT IDOLM@STER Twelve Campaigns! Vol.5 萩原雪歩&ゆきぽ + 星井美希&あふぅ,,,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00B] 动画相关/[09] ぷちます！ Twelve Campaigns!/PETIT IDOLM@STER Twelve Campaigns! Vol.5 萩原雪歩&ゆきぽ + 星井美希&あふぅ.rar,,imas,永久,待分享,,980
resource-072ad39fe309,765AS,CD,[09] ぷちます！ Twelve Campaigns!,PETIT IDOLM@STER Twelve Campaigns! Vol.6 双海亜美・真美 & こあみ・こまみ + 三浦あずさ & みうらさん,,,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00B] 动画相关/[09] ぷちます！ Twelve Campaigns!/PETIT IDOLM@STER Twelve Campaigns! Vol.6 双海亜美・真美 & こあみ・こまみ + 三浦あずさ & みうらさん.rar,,imas,永久,待分享,,990
resource-dcf2c513d5b3,765AS,CD,[09] ぷちます！ Twelve Campaigns!,オハヨ○サンシャイン&ハローxランチタイム&グッナイ☆スターズ,,,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00B] 动画相关/[09] ぷちます！ Twelve Campaigns!/オハヨ○サンシャイン&ハローxランチタイム&グッナイ☆スターズ.rar,,imas,永久,待分享,,1000
resource-725f561ffb82,765AS,CD,[10] 迷你偶像其他,[2012.11] 765PRO ALLSTARS featuring ぷちどる「ら♪ら♪ら♪わんだぁらんど」,,2012,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00B] 动画相关/[10] 迷你偶像其他/[2012.11] 765PRO ALLSTARS featuring ぷちどる「ら♪ら♪ら♪わんだぁらんど」.rar,,imas,永久,待分享,,1010
resource-81faca47c03d,765AS,CD,[10] 迷你偶像其他,[2014.04.18] PETIT IDOLM@STER KANSHASAI -SPECIAL CD-,,2014,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00B] 动画相关/[10] 迷你偶像其他/[2014.04.18] PETIT IDOLM@STER KANSHASAI -SPECIAL CD-.rar,,imas,永久,待分享,,1020
resource-2ec74ad370ee,765AS,CD,[10] 迷你偶像其他,[2014.05.28] ぷちます!! エンディングマキシシングル,,2014,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00B] 动画相关/[10] 迷你偶像其他/[2014.05.28] ぷちます!! エンディングマキシシングル.rar,,imas,永久,待分享,,1030
resource-a303e37db84e,765AS,CD,[10] 迷你偶像其他,2013.03.27 [MFXT-0010CD] PETIT iDOLM@STER COLLECTORS EDITION VOL.1 CD SPECIAL DISC,,2013,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00B] 动画相关/[10] 迷你偶像其他/2013.03.27 [MFXT-0010CD] PETIT iDOLM@STER COLLECTORS EDITION VOL.1 CD SPECIAL DISC.rar,,imas,永久,待分享,,1040
resource-8be46cf85ddc,765AS,CD,[10] 迷你偶像其他,2013.04.24 [MFXT-0011CD] PETIT iDOLM@STER COLLECTORS EDITION VOL.2 CD SPECIAL DISC,,2013,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00B] 动画相关/[10] 迷你偶像其他/2013.04.24 [MFXT-0011CD] PETIT iDOLM@STER COLLECTORS EDITION VOL.2 CD SPECIAL DISC.rar,,imas,永久,待分享,,1050
resource-ab78b5ea7cc9,765AS,CD,[10] 迷你偶像其他,2013.05.29 [MFXT-0012CD] PETIT iDOLM@STER COLLECTORS EDITION VOL.3 CD SPECIAL DISC,,2013,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00B] 动画相关/[10] 迷你偶像其他/2013.05.29 [MFXT-0012CD] PETIT iDOLM@STER COLLECTORS EDITION VOL.3 CD SPECIAL DISC.rar,,imas,永久,待分享,,1060
resource-245a1c45a462,765AS,CD,[10] 迷你偶像其他,2014.05.28 [PUCHI-201SC] PETIT PETIT iDOLM@STER VOL.1 SPECIAL CD,,2014,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00B] 动画相关/[10] 迷你偶像其他/2014.05.28 [PUCHI-201SC] PETIT PETIT iDOLM@STER VOL.1 SPECIAL CD.rar,,imas,永久,待分享,,1070
resource-0e7b21a34c54,765AS,CD,[10] 迷你偶像其他,2014.06.25 [PUCHI-202SC] PETIT PETIT IDOLM@STER VOL.2 SPECIAL CD,,2014,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00B] 动画相关/[10] 迷你偶像其他/2014.06.25 [PUCHI-202SC] PETIT PETIT IDOLM@STER VOL.2 SPECIAL CD.rar,,imas,永久,待分享,,1080
resource-344304162ff5,765AS,CD,[10] 迷你偶像其他,2014.07.30 [PUCHI-203SC] PETIT PETIT iDOLM@STER VOL.3 SPECIAL CD,,2014,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00B] 动画相关/[10] 迷你偶像其他/2014.07.30 [PUCHI-203SC] PETIT PETIT iDOLM@STER VOL.3 SPECIAL CD.rar,,imas,永久,待分享,,1090
resource-b84f0312f475,765AS,CD,[01] 偶像大师RADIO,[2006.09.27] THE IDOLM@STER RADIO 歌姫楽園,,2006,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00C] 电台相关/[01] 偶像大师RADIO/[2006.09.27] THE IDOLM@STER RADIO 歌姫楽園.rar,,imas,永久,待分享,,1100
resource-4605835dfb6a,765AS,CD,[01] 偶像大师RADIO,[2007.05.30] THE IDOLM@STER RADIO TOP×TOP!,,2007,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00C] 电台相关/[01] 偶像大师RADIO/[2007.05.30] THE IDOLM@STER RADIO TOP×TOP!.rar,,imas,永久,待分享,,1110
resource-4d92bc2d0888,765AS,CD,[01] 偶像大师RADIO,[2008.04.02] THE IDOLM@STER RADIO VOCAL MASTER,,2008,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00C] 电台相关/[01] 偶像大师RADIO/[2008.04.02] THE IDOLM@STER RADIO VOCAL MASTER.rar,,imas,永久,待分享,,1120
resource-5f40ad2b3e0d,765AS,CD,[01] 偶像大师RADIO,[2008.06.04] THE IDOLM@STER RADIO COLORFUL MEMORIES,,2008,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00C] 电台相关/[01] 偶像大师RADIO/[2008.06.04] THE IDOLM@STER RADIO COLORFUL MEMORIES.rar,,imas,永久,待分享,,1130
resource-6181d9787f91,765AS,CD,[01] 偶像大师RADIO,[2009.03.25] THE IDOLM@STER RADIO 歌道場,,2009,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00C] 电台相关/[01] 偶像大师RADIO/[2009.03.25] THE IDOLM@STER RADIO 歌道場.rar,,imas,永久,待分享,,1140
resource-048b4d32511b,765AS,CD,[01] 偶像大师RADIO,[2009.07.15] THE IDOLM@STER RADIO LONG TIME,,2009,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00C] 电台相关/[01] 偶像大师RADIO/[2009.07.15] THE IDOLM@STER RADIO LONG TIME.rar,,imas,永久,待分享,,1150
resource-b128ae7b135c,765AS,CD,[02] DJCD Radio de iM@SHOW!,[2006.08.11] THE iDOLM@STER DJCD ラジオdeアイマSHOW! SHINING STAR★彡 (FLAC),,2006,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00C] 电台相关/[02] DJCD Radio de iM@SHOW!/[2006.08.11] THE iDOLM@STER DJCD ラジオdeアイマSHOW! SHINING STAR★彡 (FLAC).rar,,imas,永久,待分享,,1160
resource-3e139101c97f,765AS,CD,[02] DJCD Radio de iM@SHOW!,[2006.09.22] THE iDOLM@STER DJCD ラジオdeアイマSHOW! Volume 1 (FLAC),,2006,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00C] 电台相关/[02] DJCD Radio de iM@SHOW!/[2006.09.22] THE iDOLM@STER DJCD ラジオdeアイマSHOW! Volume 1 (FLAC).rar,,imas,永久,待分享,,1170
resource-5817b8a13074,765AS,CD,[02] DJCD Radio de iM@SHOW!,[2006.10.25] THE iDOLM@STER DJCD ラジオdeアイマSHOW! Volume 2 (FLAC),,2006,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00C] 电台相关/[02] DJCD Radio de iM@SHOW!/[2006.10.25] THE iDOLM@STER DJCD ラジオdeアイマSHOW! Volume 2 (FLAC).rar,,imas,永久,待分享,,1180
resource-c2edce35d236,765AS,CD,[02] DJCD Radio de iM@SHOW!,[2006.11] THE iDOLM@STER DJCD ラジオdeアイマSHOW! Premium CD (FLAC),,2006,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00C] 电台相关/[02] DJCD Radio de iM@SHOW!/[2006.11] THE iDOLM@STER DJCD ラジオdeアイマSHOW! Premium CD (FLAC).rar,,imas,永久,待分享,,1190
resource-05554a75a2ee,765AS,CD,[02] DJCD Radio de iM@SHOW!,[2006.12.29] THE iDOLM@STER DJCD ラジオdeアイマSHOW! 出張版 ～コミックマーケット71であなたとEngage!～ (FLAC),,2006,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00C] 电台相关/[02] DJCD Radio de iM@SHOW!/[2006.12.29] THE iDOLM@STER DJCD ラジオdeアイマSHOW! 出張版 ～コミックマーケット71であなたとEngage!～ (FLAC).rar,,imas,永久,待分享,,1200
resource-d41d6523a7b6,765AS,CD,[02] DJCD Radio de iM@SHOW!,[2007.03.21] THE iDOLM@STER DJCD ラジオdeアイマSHOW! Volume 3 (FLAC),,2007,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00C] 电台相关/[02] DJCD Radio de iM@SHOW!/[2007.03.21] THE iDOLM@STER DJCD ラジオdeアイマSHOW! Volume 3 (FLAC).rar,,imas,永久,待分享,,1210
resource-180a190e536b,765AS,CD,[02] DJCD Radio de iM@SHOW!,[2007.04.25] THE iDOLM@STER DJCD ラジオdeアイマSHOW! Volume 4 (FLAC),,2007,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00C] 电台相关/[02] DJCD Radio de iM@SHOW!/[2007.04.25] THE iDOLM@STER DJCD ラジオdeアイマSHOW! Volume 4 (FLAC).rar,,imas,永久,待分享,,1220
resource-92d360f6a2be,765AS,CD,[02] DJCD Radio de iM@SHOW!,[2007.08.17] THE iDOLM@STER DJCD ラジオdeアイマSHOW! 2007年夏の感謝祭特別編！と言っておけばいいんじゃない？ (FLAC),,2007,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00C] 电台相关/[02] DJCD Radio de iM@SHOW!/[2007.08.17] THE iDOLM@STER DJCD ラジオdeアイマSHOW! 2007年夏の感謝祭特別編！と言っておけばいいんじゃない？ (FLAC).rar,,imas,永久,待分享,,1230
resource-94b6550cf66b,765AS,CD,[02] DJCD Radio de iM@SHOW!,[2007.10.24] THE iDOLM@STER DJCD ラジオdeアイマSHOW! Volume 4.5 (FLAC),,2007,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00C] 电台相关/[02] DJCD Radio de iM@SHOW!/[2007.10.24] THE iDOLM@STER DJCD ラジオdeアイマSHOW! Volume 4.5 (FLAC).rar,,imas,永久,待分享,,1240
resource-967570eaa35c,765AS,CD,[02] DJCD Radio de iM@SHOW!,[2007.12.21] THE iDOLM@STER DJCD ラジオdeアイマSHOW! Volume 5 (FLAC),,2007,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00C] 电台相关/[02] DJCD Radio de iM@SHOW!/[2007.12.21] THE iDOLM@STER DJCD ラジオdeアイマSHOW! Volume 5 (FLAC).rar,,imas,永久,待分享,,1250
resource-a49aed078928,765AS,CD,[03] DJCD THE IDOLM@STER Radio For You!,[2007.12.29] THE iDOLM@STER DJCD Radio For You! Volume 0 (FLAC),,2007,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00C] 电台相关/[03] DJCD THE IDOLM@STER Radio For You!/[2007.12.29] THE iDOLM@STER DJCD Radio For You! Volume 0 (FLAC).rar,,imas,永久,待分享,,1260
resource-93bfcc09c76c,765AS,CD,[03] DJCD THE IDOLM@STER Radio For You!,[2008.04.23] THE iDOLM@STER DJCD Radio For You! 結納～you-i know～ (FLAC),,2008,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00C] 电台相关/[03] DJCD THE IDOLM@STER Radio For You!/[2008.04.23] THE iDOLM@STER DJCD Radio For You! 結納～you-i know～ (FLAC).rar,,imas,永久,待分享,,1270
resource-5e1f317e70cb,765AS,CD,[03] DJCD THE IDOLM@STER Radio For You!,[2008.04.23] THE iDOLM@STER DJCD Radio For You! Volume 1 (FLAC),,2008,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00C] 电台相关/[03] DJCD THE IDOLM@STER Radio For You!/[2008.04.23] THE iDOLM@STER DJCD Radio For You! Volume 1 (FLAC).rar,,imas,永久,待分享,,1280
resource-944c0bcceb73,765AS,CD,[03] DJCD THE IDOLM@STER Radio For You!,[2008.08.15] THE iDOLM@STER DJCD Radio For You! EXTRA KOTORIMIX (FLAC),,2008,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00C] 电台相关/[03] DJCD THE IDOLM@STER Radio For You!/[2008.08.15] THE iDOLM@STER DJCD Radio For You! EXTRA KOTORIMIX (FLAC).rar,,imas,永久,待分享,,1290
resource-2461a6083d53,765AS,CD,[03] DJCD THE IDOLM@STER Radio For You!,[2008.09.25] THE iDOLM@STER DJCD Radio For You! Volume 2 (FLAC),,2008,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00C] 电台相关/[03] DJCD THE IDOLM@STER Radio For You!/[2008.09.25] THE iDOLM@STER DJCD Radio For You! Volume 2 (FLAC).rar,,imas,永久,待分享,,1300
resource-9d2825c22bf5,765AS,CD,[03] DJCD THE IDOLM@STER Radio For You!,[2008.10.24] THE iDOLM@STER DJCD Radio For You! Radio For 結～you-i～ (FLAC),,2008,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00C] 电台相关/[03] DJCD THE IDOLM@STER Radio For You!/[2008.10.24] THE iDOLM@STER DJCD Radio For You! Radio For 結～you-i～ (FLAC).rar,,imas,永久,待分享,,1310
resource-cb7b0a28bd7b,765AS,CD,[04] DJCD THE IDOLM@STER P.S.Producer,[2008.12.28] THE iDOLM@STER DJCD P.S.プロデューサー DJCD EXTRA PR For You! (FLAC),,2008,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[00C] 电台相关/[04] DJCD THE IDOLM@STER P.S.Producer/[2008.12.28] THE iDOLM@STER DJCD P.S.プロデューサー DJCD EXTRA PR For You! (FLAC).rar,,imas,永久,待分享,,1320
